table_key,tre_dataset_key,filename,table_role,canonical_column,expected_tre_source_column,mapping_status,notes
inpatient_sports,inpatient_msk_sports,active_blackpool_inpatient_msk_sports.csv,sports inpatient,DischargeDate,DischargeDate,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,Real inpatient structure; downstream admission outcome is counted at spell level.
inpatient_sports,inpatient_msk_sports,active_blackpool_inpatient_msk_sports.csv,sports inpatient,EpisodeStart,EpisodeStart,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,Real inpatient structure; downstream admission outcome is counted at spell level.
inpatient_sports,inpatient_msk_sports,active_blackpool_inpatient_msk_sports.csv,sports inpatient,Episodeend,Episodeend,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,Real inpatient structure; downstream admission outcome is counted at spell level.
inpatient_sports,inpatient_msk_sports,active_blackpool_inpatient_msk_sports.csv,sports inpatient,Specialty,Specialty,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,
inpatient_sports,inpatient_msk_sports,active_blackpool_inpatient_msk_sports.csv,sports inpatient,MethodOfAdmission,MethodOfAdmission,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,
inpatient_sports,inpatient_msk_sports,active_blackpool_inpatient_msk_sports.csv,sports inpatient,Diagnosis_1,Diagnosis_1,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,
inpatient_sports,inpatient_msk_sports,active_blackpool_inpatient_msk_sports.csv,sports inpatient,Diagnosis_1_des,Diagnosis_1_des,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,
inpatient_sports,inpatient_msk_sports,active_blackpool_inpatient_msk_sports.csv,sports inpatient,Diagnosis_2,Diagnosis_2,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,
inpatient_sports,inpatient_msk_sports,active_blackpool_inpatient_msk_sports.csv,sports inpatient,Diagnosis_2_des,Diagnosis_2_des,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,
inpatient_sports,inpatient_msk_sports,active_blackpool_inpatient_msk_sports.csv,sports inpatient,Diagnosis_3,Diagnosis_3,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,
inpatient_sports,inpatient_msk_sports,active_blackpool_inpatient_msk_sports.csv,sports inpatient,Diagnosis_3_des,Diagnosis_3_des,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,
inpatient_sports,inpatient_msk_sports,active_blackpool_inpatient_msk_sports.csv,sports inpatient,Diagnosis_4,Diagnosis_4,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,
inpatient_sports,inpatient_msk_sports,active_blackpool_inpatient_msk_sports.csv,sports inpatient,Diagnosis_4_des,Diagnosis_4_des,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,
inpatient_sports,inpatient_msk_sports,active_blackpool_inpatient_msk_sports.csv,sports inpatient,Diagnosis_5,Diagnosis_5,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,
inpatient_sports,inpatient_msk_sports,active_blackpool_inpatient_msk_sports.csv,sports inpatient,Diagnosis_5_des,Diagnosis_5_des,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,
inpatient_sports,inpatient_msk_sports,active_blackpool_inpatient_msk_sports.csv,sports inpatient,Diagnosis_6,Diagnosis_6,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,
inpatient_sports,inpatient_msk_sports,active_blackpool_inpatient_msk_sports.csv,sports inpatient,Diagnosis_6_des,Diagnosis_6_des,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,
inpatient_sports,inpatient_msk_sports,active_blackpool_inpatient_msk_sports.csv,sports inpatient,Diagnosis_7,Diagnosis_7,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,
inpatient_sports,inpatient_msk_sports,active_blackpool_inpatient_msk_sports.csv,sports inpatient,Diagnosis_7_des,Diagnosis_7_des,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,
inpatient_sports,inpatient_msk_sports,active_blackpool_inpatient_msk_sports.csv,sports inpatient,Procedure_1,Procedure_1,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,
inpatient_sports,inpatient_msk_sports,active_blackpool_inpatient_msk_sports.csv,sports inpatient,Procedure_1_des,Procedure_1_des,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,
inpatient_sports,inpatient_msk_sports,active_blackpool_inpatient_msk_sports.csv,sports inpatient,Procedure_2,Procedure_2,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,
inpatient_sports,inpatient_msk_sports,active_blackpool_inpatient_msk_sports.csv,sports inpatient,Procedure_2_des,Procedure_2_des,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,
inpatient_sports,inpatient_msk_sports,active_blackpool_inpatient_msk_sports.csv,sports inpatient,Procedure_3,Procedure_3,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,
inpatient_sports,inpatient_msk_sports,active_blackpool_inpatient_msk_sports.csv,sports inpatient,Procedure_3_des,Procedure_3_des,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,
inpatient_sports,inpatient_msk_sports,active_blackpool_inpatient_msk_sports.csv,sports inpatient,Procedure_4,Procedure_4,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,
inpatient_sports,inpatient_msk_sports,active_blackpool_inpatient_msk_sports.csv,sports inpatient,Procedure_4_des,Procedure_4_des,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,
inpatient_sports,inpatient_msk_sports,active_blackpool_inpatient_msk_sports.csv,sports inpatient,Procedure_5,Procedure_5,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,
inpatient_sports,inpatient_msk_sports,active_blackpool_inpatient_msk_sports.csv,sports inpatient,Procedure_5_des,Procedure_5_des,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,
inpatient_sports,inpatient_msk_sports,active_blackpool_inpatient_msk_sports.csv,sports inpatient,Procedure_6,Procedure_6,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,
inpatient_sports,inpatient_msk_sports,active_blackpool_inpatient_msk_sports.csv,sports inpatient,Procedure_6_des,Procedure_6_des,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,
inpatient_sports,inpatient_msk_sports,active_blackpool_inpatient_msk_sports.csv,sports inpatient,Procedure_7,Procedure_7,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,
inpatient_sports,inpatient_msk_sports,active_blackpool_inpatient_msk_sports.csv,sports inpatient,Procedure_7_des,Procedure_7_des,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,
inpatient_sports,inpatient_msk_sports,active_blackpool_inpatient_msk_sports.csv,sports inpatient,DateOfBirth,DateOfBirth,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,
inpatient_sports,inpatient_msk_sports,active_blackpool_inpatient_msk_sports.csv,sports inpatient,DateOfDeath,DateOfDeath,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,
inpatient_sports,inpatient_msk_sports,active_blackpool_inpatient_msk_sports.csv,sports inpatient,Age,Age,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,
inpatient_sports,inpatient_msk_sports,active_blackpool_inpatient_msk_sports.csv,sports inpatient,Sex,Sex,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,
inpatient_sports,inpatient_msk_sports,active_blackpool_inpatient_msk_sports.csv,sports inpatient,EthnicityNationalCodeDesc,EthnicityNationalCodeDesc,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,Real cohort profiling/confounding field; missingness must be reassessed on each extract.
inpatient_sports,inpatient_msk_sports,active_blackpool_inpatient_msk_sports.csv,sports inpatient,PostcodeLAName,PostcodeLAName,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,Real cohort profiling/confounding field; missingness must be reassessed on each extract.
inpatient_sports,inpatient_msk_sports,active_blackpool_inpatient_msk_sports.csv,sports inpatient,Index_of_Multiple_Deprivation_IMD_Decile,Index_of_Multiple_Deprivation_IMD_Decile,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,Real cohort profiling/confounding field; missingness must be reassessed on each extract.
ed_sports,only_msk_sports_ed,active_blackpool_only_msk_sports_ed.csv,sports ed,sha256_hash_nhs_no,sha256_hash_nhs_no,TRE_NOTEBOOK_CONFIRMED_IDENTIFIER,Preferred identifier from existing TRE notebook; final patient/event role is re-verified by cohort overlap/uniqueness in the workflow.
ed_sports,only_msk_sports_ed,active_blackpool_only_msk_sports_ed.csv,sports ed,sha256_hash_aeattendno,sha256_hash_aeattendno,TRE_NOTEBOOK_CONFIRMED_IDENTIFIER,Preferred identifier from existing TRE notebook; final patient/event role is re-verified by cohort overlap/uniqueness in the workflow.
ed_sports,only_msk_sports_ed,active_blackpool_only_msk_sports_ed.csv,sports ed,AgeAttendance,AgeAttendance,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,
ed_sports,only_msk_sports_ed,active_blackpool_only_msk_sports_ed.csv,sports ed,Gender,Gender,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,
ed_sports,only_msk_sports_ed,active_blackpool_only_msk_sports_ed.csv,sports ed,ArrivalDate,ArrivalDate,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,Real ED attendance/date field expected from prior EDA/workflow.
ed_sports,only_msk_sports_ed,active_blackpool_only_msk_sports_ed.csv,sports ed,ArrivalHour,ArrivalHour,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,
ed_sports,only_msk_sports_ed,active_blackpool_only_msk_sports_ed.csv,sports ed,ArrivalDateTime,ArrivalDateTime,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,Real ED attendance/date field expected from prior EDA/workflow.
ed_sports,only_msk_sports_ed,active_blackpool_only_msk_sports_ed.csv,sports ed,SourceAEReferral,SourceAEReferral,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,
ed_sports,only_msk_sports_ed,active_blackpool_only_msk_sports_ed.csv,sports ed,Emergency_Care_Chief_Complaint,Emergency_Care_Chief_Complaint,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,
ed_sports,only_msk_sports_ed,active_blackpool_only_msk_sports_ed.csv,sports ed,PresentingComplaint_explan,PresentingComplaint_explan,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,
ed_sports,only_msk_sports_ed,active_blackpool_only_msk_sports_ed.csv,sports ed,Diagnostic_Code_1,Diagnostic_Code_1,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,
ed_sports,only_msk_sports_ed,active_blackpool_only_msk_sports_ed.csv,sports ed,Diagnostic_Code_2,Diagnostic_Code_2,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,
ed_sports,only_msk_sports_ed,active_blackpool_only_msk_sports_ed.csv,sports ed,Diagnostic_Code_3,Diagnostic_Code_3,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,
ed_sports,only_msk_sports_ed,active_blackpool_only_msk_sports_ed.csv,sports ed,Diagnostic_Code_4,Diagnostic_Code_4,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,
ed_sports,only_msk_sports_ed,active_blackpool_only_msk_sports_ed.csv,sports ed,Diagnostic_Code_5,Diagnostic_Code_5,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,
ed_sports,only_msk_sports_ed,active_blackpool_only_msk_sports_ed.csv,sports ed,Diagnostic_Code_6,Diagnostic_Code_6,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,
ed_sports,only_msk_sports_ed,active_blackpool_only_msk_sports_ed.csv,sports ed,Diagnostic_Code_7,Diagnostic_Code_7,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,
ed_sports,only_msk_sports_ed,active_blackpool_only_msk_sports_ed.csv,sports ed,Investigation_Code_1,Investigation_Code_1,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,
ed_sports,only_msk_sports_ed,active_blackpool_only_msk_sports_ed.csv,sports ed,Investigation_Code_2,Investigation_Code_2,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,
ed_sports,only_msk_sports_ed,active_blackpool_only_msk_sports_ed.csv,sports ed,Investigation_Code_3,Investigation_Code_3,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,
ed_sports,only_msk_sports_ed,active_blackpool_only_msk_sports_ed.csv,sports ed,Investigation_Code_4,Investigation_Code_4,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,
ed_sports,only_msk_sports_ed,active_blackpool_only_msk_sports_ed.csv,sports ed,Investigation_Code_5,Investigation_Code_5,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,
ed_sports,only_msk_sports_ed,active_blackpool_only_msk_sports_ed.csv,sports ed,Investigation_Code_6,Investigation_Code_6,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,
ed_sports,only_msk_sports_ed,active_blackpool_only_msk_sports_ed.csv,sports ed,Investigation_Code_7,Investigation_Code_7,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,
ed_sports,only_msk_sports_ed,active_blackpool_only_msk_sports_ed.csv,sports ed,Treatment_Code_1,Treatment_Code_1,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,
ed_sports,only_msk_sports_ed,active_blackpool_only_msk_sports_ed.csv,sports ed,Treatment_Code_2,Treatment_Code_2,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,
ed_sports,only_msk_sports_ed,active_blackpool_only_msk_sports_ed.csv,sports ed,Treatment_Code_3,Treatment_Code_3,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,
ed_sports,only_msk_sports_ed,active_blackpool_only_msk_sports_ed.csv,sports ed,Treatment_Code_4,Treatment_Code_4,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,
ed_sports,only_msk_sports_ed,active_blackpool_only_msk_sports_ed.csv,sports ed,Treatment_Code_5,Treatment_Code_5,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,
ed_sports,only_msk_sports_ed,active_blackpool_only_msk_sports_ed.csv,sports ed,Treatment_Code_6,Treatment_Code_6,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,
ed_sports,only_msk_sports_ed,active_blackpool_only_msk_sports_ed.csv,sports ed,Treatment_Code_7,Treatment_Code_7,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,
ed_sports,only_msk_sports_ed,active_blackpool_only_msk_sports_ed.csv,sports ed,Specialty,Specialty,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,
ed_sports,only_msk_sports_ed,active_blackpool_only_msk_sports_ed.csv,sports ed,MovementArea,MovementArea,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,
ed_sports,only_msk_sports_ed,active_blackpool_only_msk_sports_ed.csv,sports ed,Discharge_Status,Discharge_Status,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,
ed_sports,only_msk_sports_ed,active_blackpool_only_msk_sports_ed.csv,sports ed,Discharge_Status_DES,Discharge_Status_DES,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,
ed_sports,only_msk_sports_ed,active_blackpool_only_msk_sports_ed.csv,sports ed,Discharge_Destination,Discharge_Destination,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,
ed_sports,only_msk_sports_ed,active_blackpool_only_msk_sports_ed.csv,sports ed,Departure,Departure,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,Real ED attendance/date field expected from prior EDA/workflow.
ed_sports,only_msk_sports_ed,active_blackpool_only_msk_sports_ed.csv,sports ed,LOS,LOS,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,Real ED attendance/date field expected from prior EDA/workflow.
ed_sports,only_msk_sports_ed,active_blackpool_only_msk_sports_ed.csv,sports ed,ModeOfArrival,ModeOfArrival,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,
ed_sports,only_msk_sports_ed,active_blackpool_only_msk_sports_ed.csv,sports ed,ModeOfArrivalText,ModeOfArrivalText,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,
ed_sports,only_msk_sports_ed,active_blackpool_only_msk_sports_ed.csv,sports ed,DateOfBirth,DateOfBirth,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,
ed_sports,only_msk_sports_ed,active_blackpool_only_msk_sports_ed.csv,sports ed,DateOfDeath,DateOfDeath,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,
ed_sports,only_msk_sports_ed,active_blackpool_only_msk_sports_ed.csv,sports ed,EthnicityNationalCodeDesc,EthnicityNationalCodeDesc,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,Real cohort profiling/confounding field; missingness must be reassessed on each extract.
ed_sports,only_msk_sports_ed,active_blackpool_only_msk_sports_ed.csv,sports ed,PostcodeLAName,PostcodeLAName,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,Real cohort profiling/confounding field; missingness must be reassessed on each extract.
ed_sports,only_msk_sports_ed,active_blackpool_only_msk_sports_ed.csv,sports ed,Index_of_Multiple_Deprivation_IMD_Decile,Index_of_Multiple_Deprivation_IMD_Decile,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,Real cohort profiling/confounding field; missingness must be reassessed on each extract.
msk_wider,msk_without_sports,active_blackpool_msk_cohort_without_sports.csv,wider msk,<identifier candidate only>,sha256_hash_nhs_no,TRE_NOTEBOOK_IDENTIFIER_CANDIDATE,Additional patient-ID candidate retained for empirical overlap/uniqueness resolution; not required in the canonical analytical schema.
inpatient_wider,inpatient_msk,active_blackpool_inpatient_msk_.csv,wider inpatient,<identifier candidate only>,sha256_hash_nhs_no,TRE_NOTEBOOK_IDENTIFIER_CANDIDATE,Additional patient-ID candidate retained for empirical overlap/uniqueness resolution; not required in the canonical analytical schema.
ed_wider,msk_without_sports_ed,active_blackpool_msk_cohort_without_sports_ed.csv,wider ed,<identifier candidate only>,sha256_hash,TRE_NOTEBOOK_IDENTIFIER_CANDIDATE,Additional patient-ID candidate retained for empirical overlap/uniqueness resolution; not required in the canonical analytical schema.
msk_sports,only_msk_sports,active_blackpool_only_msk_sports.csv,sports msk,<identifier candidate only>,sha256_hash,TRE_NOTEBOOK_IDENTIFIER_CANDIDATE,Additional patient-ID candidate retained for empirical overlap/uniqueness resolution; not required in the canonical analytical schema.
inpatient_sports,inpatient_msk_sports,active_blackpool_inpatient_msk_sports.csv,sports inpatient,<identifier candidate only>,sha256_hash_nhs_no,TRE_NOTEBOOK_IDENTIFIER_CANDIDATE,Additional patient-ID candidate retained for empirical overlap/uniqueness resolution; not required in the canonical analytical schema.
ed_sports,only_msk_sports_ed,active_blackpool_only_msk_sports_ed.csv,sports ed,<identifier candidate only>,sha256_hash,TRE_NOTEBOOK_IDENTIFIER_CANDIDATE,Additional patient-ID candidate retained for empirical overlap/uniqueness resolution; not required in the canonical analytical schema.
